0001,米10年債,20300101,0.04,4,1000,989,999,10000
090270600,新関西国際空港27,20260319,0.05,8
070220907,首都高速道路 22,20230920,0.07,2
003440931,東京交通債 344,20230217,1.67,3
000069023,東京地下鉄 6,20270917,2.43,10
000031605,INPEX3,20311015,0.25,18
000022002,日清製粉G本社2,20390715,0.56,24
000084689,ヤフー 8,20231206,0.2,2
000184755,楽天グループ18,20311202,1.05,18
000144901,富士フィルムHD 14,20230303,0.06,1
000206501,日立製作所 20,20300312,0.29,18
000126594,日本電産 12,20230609,0.03,2
